
15 26333.868428

16 26328.125002

17 26135.407354

18 26512.016937

19 26412.538656

20 26603.215527

21 26696.185200

22 26935.329599

23 26988.440242

24 26794.456426

25 27379.217878

26 27556.637109

27 27589.459896

28 27718.118637

29 27542.539574

30 28051.126168

31 28584.963815

32 28668.948955

33 29188.160812

34 29364.887504

35 29587.146825
