5 	  52.90
10 	  46.15
15 	  44.07
20 	  43.62
25 	  42.38
30 	  40.43
35 	  41.39
40 	  40.75
45 	  40.56
50 	  41.62
55 	  41.64
60 	  40.80
65 	  41.47
70 	  41.16
75 	  41.24
80 	  41.89
85 	  41.66
90 	  41.11
95 	  41.34
100 	  41.63
105 	  41.43
110 	  41.63
115 	  41.66
120 	  41.67
125 	  41.64
130 	  41.91
135 	  41.89
140 	  41.94
145 	  42.20
150 	  42.19
155 	  42.16
160 	  42.14
165 	  41.95
170 	  42.10
175 	  42.05
180 	  41.99
185 	  42.17
190 	  42.21
195 	  42.15
200 	  42.07
205 	  42.18
210 	  42.16
215 	  41.93
220 	  41.95
225 	  41.92
230 	  41.92
235 	  41.74
240 	  41.82
245 	  41.72
250 	  41.70
255 	  41.81
260 	  41.59
265 	  41.69
270 	  41.87
275 	  42.01
280 	  41.88
285 	  41.93
290 	  41.79
295 	  41.91
300 	  41.88
305 	  41.82
310 	  41.77
315 	  41.70
320 	  41.63
325 	  41.62
330 	  41.58
335 	  41.66
340 	  41.67
345 	  41.79
350 	  41.86
355 	  41.82
360 	  41.94
365 	  41.88
370 	  41.85
375 	  41.89
380 	  41.96
385 	  41.95
390 	  41.91
395 	  42.01
400 	  42.01
405 	  41.88
410 	  41.80
415 	  41.75
420 	  41.72
425 	  41.66
430 	  41.71
435 	  41.75
440 	  41.72
445 	  41.76
450 	  41.78
455 	  41.82
460 	  41.93
465 	  41.92
470 	  41.92
475 	  42.02
480 	  42.03
485 	  42.03
490 	  42.06
495 	  42.09
500 	  42.15
505 	  42.06
510 	  42.11
515 	  42.08
520 	  42.10
525 	  42.01
530 	  41.96
535 	  42.03
540 	  42.01
545 	  41.97
550 	  42.00
555 	  41.96
560 	  42.03
565 	  42.00
570 	  42.08
575 	  42.09
580 	  42.06
585 	  42.07
590 	  42.01
595 	  42.09
600 	  42.05
605 	  42.06
610 	  42.05
615 	  42.09
620 	  42.08
625 	  42.09
630 	  42.07
635 	  42.05
640 	  42.08
645 	  41.99
650 	  41.97
655 	  42.03
660 	  42.03
665 	  42.04
670 	  42.04
675 	  42.03
680 	  42.08
685 	  42.06
690 	  42.13
695 	  42.13
700 	  42.12
705 	  42.16
710 	  42.21
715 	  42.16
720 	  42.14
725 	  42.11
730 	  42.10
735 	  42.11
740 	  42.13
745 	  42.10
750 	  42.10
755 	  42.14
760 	  42.15
765 	  42.11
770 	  42.16
775 	  42.15
780 	  42.16
785 	  42.13
790 	  42.15
795 	  42.17
800 	  42.17
805 	  42.17
810 	  42.17
815 	  42.18
820 	  42.18
825 	  42.17
830 	  42.19
835 	  42.19
840 	  42.26
845 	  42.25
850 	  42.24
855 	  42.25
860 	  42.27
865 	  42.33
870 	  42.32
875 	  42.38
880 	  42.40
885 	  42.41
890 	  42.42
895 	  42.44
900 	  42.39
905 	  42.37
910 	  42.39
915 	  42.39
920 	  42.39
925 	  42.35
930 	  42.37
935 	  42.35
940 	  42.35
945 	  42.36
950 	  42.41
955 	  42.44
960 	  42.42
965 	  42.44
970 	  42.44
975 	  42.47
980 	  42.43
985 	  42.45
990 	  42.40
995 	  42.38
1000 	  42.40
1005 	  42.37
1010 	  42.37
1015 	  42.36
1020 	  42.34
1025 	  42.35
1030 	  42.34
1035 	  42.35
1040 	  42.35
1045 	  42.36
1050 	  42.33
1055 	  42.30
1060 	  42.35
1065 	  42.32
1070 	  42.33
1075 	  42.33
1080 	  42.36
1085 	  42.34
1090 	  42.37
1095 	  42.36
1100 	  42.36
1105 	  42.33
1110 	  42.34
1115 	  42.33
1120 	  42.31
1125 	  42.32
1130 	  42.32
1135 	  42.33
1140 	  42.33
1145 	  42.34
1150 	  42.33
1155 	  42.31
1160 	  42.34
1165 	  42.34
1170 	  42.32
1175 	  42.32
1180 	  42.30
1185 	  42.27
1190 	  42.30
1195 	  42.28
1200 	  42.29
1205 	  42.30
1210 	  42.31
1215 	  42.32
1220 	  42.31
1225 	  42.34
1230 	  42.33
1235 	  42.35
1240 	  42.38
1245 	  42.38
1250 	  42.40
1255 	  42.40
1260 	  42.41
1265 	  42.38
1270 	  42.40
1275 	  42.40
1280 	  42.42
1285 	  42.42
1290 	  42.43
1295 	  42.38
1300 	  42.38
1305 	  42.38
1310 	  42.40
1315 	  42.40
1320 	  42.38
1325 	  42.34
1330 	  42.37
1335 	  42.37
1340 	  42.37
1345 	  42.35
1350 	  42.33
1355 	  42.33
1360 	  42.33
1365 	  42.33
1370 	  42.35
1375 	  42.33
1380 	  42.35
1385 	  42.36
1390 	  42.36
1395 	  42.34
1400 	  42.33
1405 	  42.32
1410 	  42.32
1415 	  42.33
1420 	  42.34
1425 	  42.34
1430 	  42.34
1435 	  42.35
1440 	  42.36
1445 	  42.34
1450 	  42.32
1455 	  42.33
1460 	  42.35
1465 	  42.36
1470 	  42.35
1475 	  42.34
1480 	  42.36
1485 	  42.37
1490 	  42.35
1495 	  42.36
1500 	  42.36
1505 	  42.38
1510 	  42.36
1515 	  42.37
1520 	  42.38
1525 	  42.39
1530 	  42.40
1535 	  42.38
1540 	  42.39
1545 	  42.39
1550 	  42.39
1555 	  42.39
1560 	  42.40
1565 	  42.39
1570 	  42.36
1575 	  42.38
1580 	  42.38
1585 	  42.39
1590 	  42.40
1595 	  42.39
1600 	  42.37
1605 	  42.37
1610 	  42.36
1615 	  42.37
1620 	  42.35
1625 	  42.33
1630 	  42.36
1635 	  42.37
1640 	  42.36
1645 	  42.34
1650 	  42.34
1655 	  42.34
1660 	  42.36
1665 	  42.34
1670 	  42.33
1675 	  42.34
1680 	  42.34
1685 	  42.36
1690 	  42.37
1695 	  42.38
1700 	  42.37
1705 	  42.36
1710 	  42.37
1715 	  42.39
1720 	  42.37
1725 	  42.37
1730 	  42.36
1735 	  42.35
1740 	  42.37
1745 	  42.38
1750 	  42.38
1755 	  42.38
1760 	  42.38
1765 	  42.38
1770 	  42.39
1775 	  42.39
1780 	  42.38
1785 	  42.39
1790 	  42.38
1795 	  42.37
1800 	  42.38
1805 	  42.39
1810 	  42.39
1815 	  42.36
1820 	  42.36
1825 	  42.37
1830 	  42.36
1835 	  42.34
1840 	  42.34
1845 	  42.34
1850 	  42.36
1855 	  42.37
1860 	  42.38
1865 	  42.38
1870 	  42.39
1875 	  42.38
1880 	  42.38
1885 	  42.37
1890 	  42.39
1895 	  42.38
1900 	  42.38
1905 	  42.36
1910 	  42.38
1915 	  42.39
1920 	  42.38
1925 	  42.39
1930 	  42.39
1935 	  42.39
1940 	  42.38
1945 	  42.39
1950 	  42.39
1955 	  42.39
1960 	  42.38
1965 	  42.38
1970 	  42.38
1975 	  42.37
1980 	  42.37
1985 	  42.37
1990 	  42.35
1995 	  42.36
2000 	  42.36
2005 	  42.37
2010 	  42.35
2015 	  42.33
2020 	  42.34
2025 	  42.34
2030 	  42.35
2035 	  42.36
2040 	  42.35
2045 	  42.34
2050 	  42.32
2055 	  42.33
2060 	  42.34
2065 	  42.32
2070 	  42.30
2075 	  42.30
2080 	  42.33
2085 	  42.32
2090 	  42.32
2095 	  42.33
2100 	  42.33
2105 	  42.35
2110 	  42.34
2115 	  42.34
2120 	  42.34
2125 	  42.31
2130 	  42.33
2135 	  42.32
2140 	  42.32
2145 	  42.31
2150 	  42.31
2155 	  42.31
2160 	  42.30
2165 	  42.33
2170 	  42.33
2175 	  42.32
2180 	  42.33
2185 	  42.33
2190 	  42.31
2195 	  42.30
2200 	  42.31
2205 	  42.31
2210 	  42.31
2215 	  42.32
2220 	  42.29
2225 	  42.29
2230 	  42.28
2235 	  42.28
