5 	  42.60
10 	  41.30
15 	  45.80
20 	  45.98
25 	  43.92
30 	  43.52
35 	  44.36
40 	  43.89
45 	  43.63
50 	  44.33
55 	  43.87
60 	  43.76
65 	  43.61
70 	  43.38
75 	  43.23
80 	  43.56
85 	  43.46
90 	  43.20
95 	  43.12
100 	  43.44
105 	  43.77
110 	  43.85
115 	  43.80
120 	  43.45
125 	  43.58
130 	  43.58
135 	  43.39
140 	  43.54
145 	  43.54
150 	  43.43
155 	  43.51
160 	  43.66
165 	  43.64
170 	  43.64
175 	  43.50
180 	  43.43
185 	  43.27
190 	  43.45
195 	  43.52
200 	  43.44
205 	  43.53
210 	  43.36
215 	  43.50
220 	  43.42
225 	  43.31
230 	  43.43
235 	  43.43
240 	  43.31
245 	  43.33
250 	  43.52
255 	  43.50
260 	  43.49
265 	  43.42
270 	  43.31
275 	  43.35
280 	  43.41
285 	  43.39
290 	  43.36
295 	  43.33
300 	  43.29
305 	  43.25
310 	  43.32
315 	  43.39
320 	  43.43
325 	  43.39
330 	  43.33
335 	  43.28
340 	  43.37
345 	  43.29
350 	  43.33
355 	  43.31
360 	  43.34
365 	  43.30
370 	  43.25
375 	  43.05
380 	  43.07
385 	  43.15
390 	  43.07
395 	  43.01
400 	  42.88
405 	  42.85
410 	  42.82
415 	  42.71
420 	  42.77
425 	  42.78
430 	  42.68
435 	  42.75
440 	  42.75
445 	  42.74
450 	  42.70
455 	  42.63
460 	  42.61
465 	  42.60
470 	  42.68
475 	  42.67
480 	  42.67
485 	  42.65
490 	  42.63
495 	  42.61
500 	  42.59
505 	  42.57
510 	  42.53
515 	  42.53
520 	  42.58
525 	  42.53
530 	  42.57
535 	  42.55
540 	  42.58
545 	  42.62
550 	  42.63
555 	  42.71
560 	  42.76
565 	  42.68
570 	  42.76
575 	  42.82
580 	  42.82
585 	  42.80
590 	  42.83
595 	  42.83
600 	  42.83
605 	  42.85
610 	  42.90
615 	  42.91
620 	  42.91
625 	  42.96
630 	  42.90
635 	  42.89
640 	  42.88
645 	  42.92
650 	  42.92
655 	  42.89
660 	  42.92
665 	  42.99
670 	  42.96
675 	  43.03
680 	  43.03
685 	  43.08
690 	  43.11
695 	  43.14
700 	  43.11
705 	  43.08
710 	  43.03
715 	  42.99
720 	  42.96
725 	  42.89
730 	  42.92
735 	  42.93
740 	  42.88
745 	  42.90
750 	  42.95
755 	  42.94
760 	  42.94
765 	  42.93
770 	  43.00
775 	  42.94
780 	  42.99
785 	  43.00
790 	  43.03
795 	  43.01
800 	  43.00
805 	  42.98
810 	  42.94
815 	  42.98
820 	  43.00
825 	  43.05
830 	  43.01
835 	  42.96
840 	  42.95
845 	  42.92
850 	  42.91
855 	  42.87
860 	  42.88
865 	  42.85
870 	  42.80
875 	  42.77
880 	  42.78
885 	  42.79
890 	  42.75
895 	  42.73
900 	  42.80
905 	  42.84
910 	  42.81
915 	  42.78
920 	  42.76
925 	  42.71
930 	  42.75
935 	  42.75
940 	  42.74
945 	  42.73
950 	  42.76
955 	  42.70
960 	  42.74
965 	  42.72
970 	  42.71
975 	  42.69
980 	  42.69
985 	  42.71
990 	  42.71
995 	  42.68
1000 	  42.70
1005 	  42.70
1010 	  42.69
1015 	  42.71
1020 	  42.70
1025 	  42.66
1030 	  42.68
1035 	  42.66
1040 	  42.67
1045 	  42.66
1050 	  42.66
1055 	  42.66
1060 	  42.64
1065 	  42.70
1070 	  42.71
1075 	  42.71
1080 	  42.71
1085 	  42.71
1090 	  42.71
1095 	  42.71
1100 	  42.70
1105 	  42.69
1110 	  42.67
1115 	  42.65
1120 	  42.63
1125 	  42.62
1130 	  42.58
1135 	  42.62
1140 	  42.58
1145 	  42.59
